Amount,Frequency,Location,Device,Time,AccountAge,Fraud
26625,4,Different City,Web,Night,78,0
33995,3,Different City,POS,Night,58,0
76289,7,International,Web,Night,22,0
91078,10,Different City,POS,Afternoon,91,0
169270,9,International,POS,Evening,52,1
164919,7,Same City,Mobile,Afternoon,53,0
114325,1,Different City,POS,Morning,39,0
134971,4,Same City,ATM,Morning,114,0
125298,10,Same City,Mobile,Evening,49,0
196094,10,Same City,Web,Afternoon,116,0
183531,8,Same City,Web,Night,35,0
139639,1,Different City,POS,Evening,112,0
186643,6,Different City,Mobile,Evening,51,0
62241,3,Different City,POS,Morning,50,0
62821,3,Different City,ATM,Afternoon,11,0
168458,7,Same City,POS,Morning,107,0
158760,3,Same City,Web,Night,35,0
175957,8,Same City,Web,Evening,68,0
106726,2,Same City,ATM,Night,113,0
78774,5,Same City,Web,Evening,62,0
155413,6,International,Mobile,Morning,52,1
175743,1,International,Mobile,Evening,108,0
96733,7,Different City,Mobile,Afternoon,92,0
33287,4,Different City,Web,Afternoon,40,0
172877,1,Same City,Web,Night,105,0
8598,4,Same City,Mobile,Night,40,0
176571,7,Different City,Web,Night,80,0
179712,2,Different City,POS,Evening,62,0
189451,2,Same City,Mobile,Morning,64,0
117409,2,Different City,Mobile,Night,2,0
172013,9,International,Web,Afternoon,82,1
67429,3,International,POS,Afternoon,27,0
79895,1,Different City,ATM,Afternoon,108,0
23886,10,International,POS,Evening,102,0
199822,9,Different City,POS,Night,111,0
58143,2,International,POS,Night,66,0
113074,10,Same City,Mobile,Night,39,0
121703,10,Different City,Mobile,Night,46,0
105736,8,International,POS,Night,34,1
83470,6,Different City,Mobile,Morning,106,0
34756,4,Same City,POS,Evening,63,0
47569,5,Same City,Mobile,Afternoon,9,0
128873,3,Same City,ATM,Night,23,0
117203,10,International,ATM,Evening,7,1
130518,4,Same City,POS,Morning,8,0
78161,2,International,Mobile,Morning,37,0
48693,7,Same City,Mobile,Morning,4,0
173887,1,International,ATM,Morning,3,0
107168,9,Different City,POS,Afternoon,2,0
55783,2,International,Mobile,Morning,118,0
52983,7,Same City,POS,Evening,54,0
137891,10,International,ATM,Morning,4,1
127033,10,Different City,POS,Afternoon,37,0
153149,3,Different City,ATM,Afternoon,76,0
109987,9,International,POS,Afternoon,90,1
179793,8,Same City,Web,Evening,42,0
1765,7,Different City,POS,Morning,25,0
22934,8,Same City,Mobile,Evening,71,0
111066,8,International,Mobile,Morning,37,1
91104,7,International,Mobile,Morning,2,1
99948,7,International,ATM,Afternoon,42,1
29129,3,Different City,ATM,Morning,25,0
157591,2,Different City,ATM,Evening,6,0
31076,6,International,Web,Evening,107,0
20444,9,Same City,Web,Night,65,0
193919,6,International,POS,Night,47,1
37080,8,International,ATM,Night,38,0
127890,8,Different City,Web,Morning,81,0
91097,9,Different City,ATM,Evening,101,0
46149,5,Different City,Mobile,Night,70,0
55150,4,Different City,Web,Afternoon,11,0
102602,10,Same City,ATM,Night,113,0
193201,1,Same City,Web,Morning,68,0
79473,2,International,Web,Morning,119,0
38350,8,International,POS,Morning,77,0
41335,10,Different City,Mobile,Morning,23,0
49542,6,International,Web,Evening,57,0
143320,7,International,Web,Morning,54,1
178324,4,Different City,ATM,Afternoon,17,0
176759,3,Same City,POS,Afternoon,75,0
47551,10,Different City,ATM,Night,64,0
182508,4,Same City,ATM,Night,11,0
160434,3,Same City,ATM,Night,55,0
89508,1,Different City,ATM,Night,98,0
74106,3,Same City,POS,Morning,13,0
116630,7,International,ATM,Night,55,1
191658,6,International,Mobile,Evening,75,1
129956,9,International,Mobile,Evening,118,1
156501,3,International,Mobile,Evening,14,0
62739,5,Different City,Web,Night,107,0
143701,7,International,POS,Morning,10,1
28524,4,Same City,POS,Morning,48,0
82709,2,International,ATM,Evening,49,0
128395,8,Different City,Mobile,Evening,101,0
189689,1,International,Web,Night,71,0
36265,2,Same City,ATM,Night,111,0
126487,8,Different City,Web,Night,119,0
141095,4,International,Mobile,Night,34,0
4301,2,International,POS,Night,87,0
40854,9,Same City,Web,Night,83,0
91093,9,Different City,Web,Evening,21,0
8665,1,Different City,POS,Night,65,0
2378,7,International,ATM,Night,94,0
4325,6,International,Mobile,Afternoon,53,0
52288,2,Different City,Web,Night,106,0
65734,2,Same City,ATM,Evening,1,0
183716,5,Same City,Mobile,Morning,92,0
124489,10,Different City,ATM,Morning,64,0
8185,1,Same City,ATM,Evening,116,0
158112,3,International,POS,Evening,28,0
159139,10,Different City,Mobile,Evening,52,0
33010,9,International,POS,Night,28,0
193861,5,Different City,Web,Evening,109,0
6285,5,Different City,Web,Evening,106,0
110049,1,Same City,Web,Afternoon,27,0
9107,5,Same City,POS,Evening,33,0
38839,5,Different City,POS,Afternoon,73,0
53415,3,International,Mobile,Night,25,0
82801,10,Different City,Web,Evening,40,0
58988,7,International,Mobile,Morning,101,0
155340,10,Different City,Web,Night,87,0
142875,10,International,Web,Afternoon,30,1
3797,4,International,ATM,Night,65,0
44743,5,Same City,ATM,Evening,4,0
101735,8,Same City,Web,Morning,18,0
59868,8,Same City,POS,Night,12,0
28396,9,International,Mobile,Evening,3,0
121124,4,International,Web,Evening,108,0
19571,8,Different City,Web,Morning,91,0
185035,5,Different City,Web,Evening,31,0
156436,3,Different City,ATM,Evening,75,0
118545,3,Same City,Mobile,Evening,6,0
31455,2,Different City,Mobile,Morning,37,0
23758,6,International,POS,Morning,60,0
12146,8,Different City,ATM,Evening,103,0
62771,1,Different City,Mobile,Morning,60,0
73561,8,Different City,Mobile,Night,42,0
87920,5,Same City,POS,Evening,14,0
17714,8,Different City,Mobile,Night,49,0
97199,9,Different City,Web,Night,79,0
37782,6,Different City,Web,Afternoon,87,0
131787,7,Different City,Mobile,Afternoon,58,0
166055,2,Same City,ATM,Evening,28,0
87948,2,Same City,Web,Night,33,0
65838,5,International,Mobile,Evening,79,0
165891,10,Different City,ATM,Afternoon,33,0
8931,6,Same City,POS,Afternoon,58,0
69822,1,Same City,Web,Evening,45,0
107330,1,Same City,Mobile,Afternoon,37,0
73730,7,Same City,POS,Night,84,0
28331,2,International,Web,Night,39,0
53080,3,Same City,ATM,Night,99,0
101360,10,International,ATM,Afternoon,95,1
117107,4,International,ATM,Evening,17,0
73092,10,Same City,Web,Night,102,0
144734,4,Same City,Mobile,Morning,39,0
152967,9,Same City,ATM,Afternoon,25,0
39287,3,Same City,ATM,Evening,51,0
84723,1,Different City,Web,Morning,54,0
176068,7,Same City,ATM,Evening,81,0
7468,4,Different City,Mobile,Night,11,0
170098,3,Different City,ATM,Night,57,0
143316,2,Different City,POS,Evening,55,0
106776,7,Different City,POS,Afternoon,92,0
54375,5,Same City,POS,Afternoon,96,0
35787,2,Different City,POS,Night,36,0
28867,6,Same City,POS,Evening,100,0
179882,10,Different City,Mobile,Afternoon,99,0
174421,2,Different City,POS,Morning,83,0
22644,9,Same City,Mobile,Evening,89,0
52719,9,Different City,POS,Morning,53,0
31855,1,International,Mobile,Evening,85,0
95968,5,International,Mobile,Morning,28,0
179407,2,Different City,POS,Afternoon,76,0
169856,8,Same City,Web,Morning,20,0
164989,10,Different City,Mobile,Evening,111,0
11892,6,Different City,Mobile,Night,106,0
157982,2,International,ATM,Evening,111,0
102035,7,Same City,Web,Night,58,0
194249,4,Same City,ATM,Morning,60,0
80922,8,Same City,Mobile,Night,41,0
127074,2,International,Mobile,Evening,84,0
196593,7,Same City,POS,Night,48,0
84591,3,International,ATM,Evening,54,0
69254,7,Different City,ATM,Evening,6,0
13182,7,International,Web,Night,31,0
53015,7,International,POS,Night,109,0
196972,10,Same City,Web,Evening,107,0
171317,9,Different City,ATM,Night,34,0
136262,6,Same City,Web,Night,100,0
118624,10,International,Web,Night,18,1
108440,5,Different City,Mobile,Night,89,0
156396,9,International,POS,Evening,27,1
20030,2,Different City,ATM,Evening,99,0
37532,10,International,POS,Night,4,0
87760,2,International,ATM,Afternoon,108,0
11892,7,International,POS,Morning,87,0
8572,1,Different City,Mobile,Morning,63,0
155731,7,Different City,Mobile,Night,45,0
108587,10,Same City,Web,Afternoon,8,0
152729,8,Different City,ATM,Evening,103,0
176224,2,Same City,ATM,Night,98,0
21892,7,Different City,Web,Afternoon,37,0
77628,7,Different City,ATM,Afternoon,54,0
190502,8,Same City,Mobile,Afternoon,92,0
93705,7,Same City,ATM,Evening,58,0
66577,4,Different City,POS,Morning,70,0
50463,9,Different City,POS,Night,51,0
85370,3,Different City,ATM,Morning,93,0
22378,8,International,POS,Night,41,0
119357,2,Different City,Mobile,Night,34,0
34103,8,Same City,ATM,Morning,101,0
196025,7,International,Mobile,Evening,11,1
138963,2,Same City,Web,Afternoon,114,0
5513,1,Different City,Mobile,Night,82,0
45398,8,Same City,ATM,Night,59,0
20191,5,Same City,ATM,Night,36,0
113588,5,Different City,ATM,Morning,93,0
37785,4,Different City,Web,Afternoon,40,0
57901,9,Same City,Web,Afternoon,106,0
19978,1,International,ATM,Morning,116,0
171738,6,International,POS,Morning,15,1
172426,10,International,Web,Afternoon,76,1
168811,9,International,Mobile,Evening,19,1
168134,7,Different City,Web,Morning,45,0
71562,1,Same City,Web,Night,83,0
166807,6,International,ATM,Evening,100,1
189273,3,Same City,Web,Night,44,0
180113,9,International,Web,Afternoon,103,1
55396,8,International,Mobile,Night,62,0
65175,5,Different City,ATM,Morning,62,0
189720,10,International,POS,Afternoon,8,1
2726,1,Different City,ATM,Afternoon,2,0
168425,2,International,ATM,Evening,110,0
140672,6,International,ATM,Afternoon,100,1
196132,8,Different City,ATM,Night,23,0
75548,3,Same City,Web,Morning,93,0
84740,6,Different City,Web,Evening,87,0
14773,9,Different City,Web,Night,118,0
198650,5,Different City,POS,Afternoon,105,0
11583,5,International,ATM,Evening,2,0
189643,4,International,POS,Morning,13,0
165175,5,Different City,POS,Afternoon,100,0
62824,2,International,POS,Morning,21,0
136488,4,Same City,POS,Morning,63,0
189602,7,Different City,Mobile,Afternoon,107,0
30667,7,International,Web,Afternoon,45,0
93584,10,Different City,POS,Morning,25,0
10234,6,Same City,Mobile,Afternoon,101,0
91503,7,Same City,Mobile,Night,79,0
128244,10,Different City,POS,Night,92,0
134666,10,Different City,Web,Afternoon,107,0
195453,4,International,Mobile,Morning,47,0
108011,6,Different City,POS,Night,68,0
193351,8,Same City,Mobile,Evening,117,0
114907,3,Different City,ATM,Afternoon,8,0
196122,4,Same City,Web,Morning,64,0
124853,8,International,POS,Morning,32,1
198123,1,International,POS,Evening,101,0
84350,2,Same City,POS,Afternoon,64,0
14343,3,International,Mobile,Afternoon,85,0
84618,3,International,POS,Afternoon,15,0
177123,8,International,ATM,Night,23,1
169480,7,Different City,Web,Night,21,0
49942,10,Same City,POS,Morning,9,0
188448,2,Different City,ATM,Night,9,0
89532,9,Different City,POS,Morning,23,0
190952,2,Same City,POS,Night,23,0
134512,2,Same City,Mobile,Night,42,0
69191,8,International,ATM,Night,85,0
186588,5,International,Mobile,Morning,11,0
66690,3,Different City,Web,Morning,77,0
100197,9,Same City,POS,Afternoon,30,0
30043,4,International,Web,Evening,53,0
127384,10,Different City,POS,Morning,53,0
26007,2,Same City,ATM,Evening,48,0
18540,2,Same City,Mobile,Night,11,0
71323,6,International,Mobile,Evening,89,0
120286,3,International,ATM,Afternoon,37,0
76413,3,International,Mobile,Afternoon,78,0
110930,6,Different City,ATM,Morning,66,0
189108,7,Different City,ATM,Evening,66,0
70209,10,Same City,POS,Morning,28,0
77716,4,International,Web,Morning,106,0
99340,2,Different City,POS,Evening,107,0
127617,9,Same City,Mobile,Evening,35,0
130224,3,International,Web,Night,116,0
2650,2,International,POS,Afternoon,50,0
155181,1,Different City,Web,Afternoon,37,0
82506,9,Different City,Mobile,Evening,25,0
39423,7,Different City,Mobile,Evening,5,0
172336,2,International,Mobile,Morning,17,0
31822,6,Same City,ATM,Night,38,0
44983,8,International,Mobile,Morning,15,0
188815,5,International,ATM,Evening,80,0
175166,9,Same City,Mobile,Morning,54,0
149026,9,Same City,POS,Night,29,0
181290,9,Same City,Mobile,Morning,63,0
97019,6,Same City,POS,Night,39,0
189233,6,Same City,ATM,Evening,82,0
198988,9,International,Mobile,Night,104,1
136037,10,Same City,POS,Night,98,0
44824,2,Different City,Mobile,Afternoon,4,0
36722,1,International,ATM,Morning,11,0
140119,3,International,ATM,Morning,37,0
107524,2,Different City,Mobile,Night,29,0
78814,5,Same City,ATM,Morning,9,0
1811,8,Different City,Web,Morning,31,0
172517,1,Different City,ATM,Night,76,0
64334,8,International,Mobile,Evening,88,0
62123,6,Same City,ATM,Night,73,0
131602,2,Different City,POS,Night,98,0
62368,1,International,POS,Morning,17,0
52980,4,International,ATM,Afternoon,100,0
88046,6,Same City,Web,Night,39,0
31936,10,Same City,ATM,Morning,35,0
162483,3,Different City,Web,Afternoon,45,0
193395,4,Same City,POS,Night,45,0
67777,3,Different City,Mobile,Evening,83,0
43302,4,International,ATM,Night,84,0
147485,10,Different City,POS,Afternoon,37,0
24783,4,International,ATM,Morning,98,0
163474,5,Different City,POS,Night,111,0
74613,4,International,Web,Afternoon,114,0
101200,4,International,ATM,Morning,72,0
131572,1,Same City,Mobile,Evening,89,0
27186,2,Same City,Mobile,Night,88,0
111230,1,Different City,POS,Afternoon,40,0
124224,10,International,Mobile,Night,9,1
117184,3,Different City,Mobile,Evening,92,0
116388,7,Same City,POS,Evening,30,0
159446,1,Same City,Web,Morning,105,0
153312,7,Same City,ATM,Morning,86,0
161284,4,Different City,Web,Night,90,0
81827,10,International,Web,Afternoon,49,1
14675,4,International,Mobile,Morning,59,0
1636,8,Same City,Mobile,Afternoon,109,0
137354,3,International,POS,Night,37,0
69836,9,Same City,POS,Evening,63,0
84717,2,International,Web,Morning,64,0
133981,8,International,ATM,Evening,71,1
166617,7,International,Web,Afternoon,73,1
153517,3,Different City,Web,Night,105,0
49635,1,International,ATM,Evening,12,0
127227,10,Same City,POS,Morning,18,0
149980,5,Different City,ATM,Morning,26,0
120005,6,Different City,ATM,Morning,108,0
175521,6,Different City,ATM,Afternoon,61,0
151180,8,International,Web,Night,72,1
125589,2,Different City,ATM,Evening,32,0
124371,7,Different City,Mobile,Afternoon,38,0
111125,3,Same City,Web,Night,87,0
7654,6,Same City,POS,Night,40,0
124403,7,Same City,Mobile,Morning,61,0
70046,3,International,ATM,Night,111,0
85874,1,International,Mobile,Afternoon,37,0
10790,5,Same City,Web,Night,55,0
137105,10,Same City,POS,Evening,9,0
35201,8,International,Web,Evening,99,0
7314,1,Same City,Web,Night,14,0
136582,2,Same City,POS,Afternoon,36,0
141,5,Different City,Web,Night,100,0
43672,3,Same City,Web,Morning,48,0
2377,8,Different City,ATM,Night,15,0
90921,4,Different City,Mobile,Night,26,0
65296,6,International,Mobile,Night,18,0
115267,7,Different City,Web,Afternoon,85,0
1344,5,Different City,ATM,Evening,89,0
44302,9,Different City,POS,Afternoon,90,0
97810,8,Different City,POS,Evening,65,0
35823,2,International,Web,Afternoon,34,0
48788,4,International,POS,Night,15,0
22569,5,International,POS,Afternoon,79,0
111431,6,Different City,ATM,Afternoon,34,0
97158,5,Different City,Mobile,Afternoon,115,0
95978,2,Different City,POS,Morning,89,0
85510,6,Different City,ATM,Morning,111,0
55628,6,Same City,Web,Night,72,0
181984,6,International,POS,Evening,102,1
198168,5,Different City,Web,Night,30,0
11411,3,Same City,ATM,Afternoon,94,0
92855,1,Different City,POS,Night,87,0
16351,7,Same City,ATM,Morning,113,0
58333,9,Same City,POS,Evening,71,0
92073,9,Same City,Web,Evening,67,0
91464,4,Different City,ATM,Morning,41,0
72593,8,International,Web,Night,103,0
14487,3,Same City,POS,Evening,86,0
109870,6,Same City,Mobile,Afternoon,77,0
105390,6,Different City,Web,Morning,87,0
132013,6,International,POS,Afternoon,40,1
183447,2,Different City,Mobile,Night,89,0
139630,1,Same City,Mobile,Morning,92,0
138861,7,International,Mobile,Morning,70,1
28423,1,International,Web,Night,11,0
12261,9,Different City,POS,Morning,120,0
35549,2,International,Web,Night,31,0
32084,9,Same City,Mobile,Afternoon,68,0
54017,7,International,Mobile,Morning,70,0
193770,10,Different City,Mobile,Afternoon,56,0
32462,2,Different City,Mobile,Night,24,0
174284,10,Same City,Mobile,Evening,91,0
148101,1,Same City,POS,Night,102,0
174076,8,Different City,ATM,Evening,87,0
129254,2,Different City,Web,Night,36,0
147145,4,International,Mobile,Night,98,0
191463,4,Different City,Web,Afternoon,79,0
194423,5,Same City,POS,Morning,80,0
113865,5,Different City,Mobile,Night,102,0
63447,4,Different City,Web,Evening,107,0
55011,4,Different City,Mobile,Night,52,0
199253,3,Different City,Web,Morning,103,0
3023,1,International,Web,Night,64,0
112772,2,Same City,Web,Afternoon,39,0
43900,9,Different City,Web,Morning,90,0
147536,7,Different City,Web,Evening,36,0
119981,6,Different City,ATM,Night,118,0
165853,8,Same City,Web,Night,4,0
58857,3,International,Mobile,Morning,56,0
76091,2,Same City,ATM,Night,38,0
78791,5,International,Mobile,Evening,91,0
68603,1,Same City,ATM,Evening,87,0
102345,4,International,Mobile,Night,34,0
41812,9,Same City,ATM,Night,18,0
134700,10,Different City,Web,Morning,40,0
197149,4,International,Mobile,Night,40,0
84403,5,Same City,ATM,Evening,71,0
139662,2,Same City,POS,Night,28,0
